id	filename	md5	size	state
989d2eff-179f-431a-a8f5-ecbedabb515c	6b5cd2bd-d52a-40f9-a385-45c03e6f0f1e.rna_seq.augmented_star_gene_counts.tsv	4db466b5f442ec32e6f8f8f47b916126	4228529	released
77a45da0-dfe2-4e26-9835-727a6686aaa1	d4807f10-020e-4987-929c-1baba71eb138.rna_seq.augmented_star_gene_counts.tsv	a1416cde4a4147c36567f695939aa7cb	4235474	released
3594dca3-7c70-48b4-9d6c-ce1cc8615dc2	e01fa815-2266-4fd6-9f57-6a359f5979a9.rna_seq.augmented_star_gene_counts.tsv	5e855a336f3ac68b2ef6536ca25f8451	4233390	released
1575f57c-d19b-4ee6-b53b-9dd338449741	6f1d1f85-2616-475a-83c8-d4e4bda3b2e7.rna_seq.augmented_star_gene_counts.tsv	e02118bfe78c8f50b9ba74b2a82afc7e	4240481	released
f4e75fe6-e34c-435f-9742-1b30e74ccfa5	7533907b-fffd-4783-ab37-89fc1bfd68a5.rna_seq.augmented_star_gene_counts.tsv	e94d41335edfbcdba972fe281d691fad	4227742	released
40846e6b-4a74-4c64-80a4-2da76a953084	f9a7251c-a338-40a1-aa73-c7748b60f366.rna_seq.augmented_star_gene_counts.tsv	7b434c2d40f75d0fb4b930e15e2e85d2	4233908	released
064ed305-dce3-47e0-9f5b-4f92684e2da3	9840ee71-e5a4-4e47-ba65-62ceb978783c.rna_seq.augmented_star_gene_counts.tsv	d520e537a26c282298e41327f7e9ff43	4245038	released
d86067a2-238c-4b31-b685-8511174ed59b	11446d59-31e4-43da-9621-2632847e4723.rna_seq.augmented_star_gene_counts.tsv	54bb4a950e0abc2ca6145d888c054dcb	4239358	released
a25100b1-2ccd-4506-b77a-f34348d5a5f1	3607d128-c531-4718-8e8a-8973ff846869.rna_seq.augmented_star_gene_counts.tsv	f296546d450dff7c171038c395eba2f7	4233373	released
5ea7031e-02c5-4295-84e8-76c99b79bdf1	8ef4bd00-bdf8-4b19-8545-53bf4c55b2f6.rna_seq.augmented_star_gene_counts.tsv	107c80ac7dac61a673bbfd2efdef915c	4245532	released
2a409fe2-acbf-4dff-9a52-b873dabe957e	0580e6cb-a508-4f1f-a8cf-f60b96965776.rna_seq.augmented_star_gene_counts.tsv	f93989072ce8598630f034c7725a834f	4239949	released
f4f18963-a7dd-4669-8a48-8501f29af6e4	855e74f6-0e52-44bf-af66-246b1635daaf.rna_seq.augmented_star_gene_counts.tsv	5628ed1a1378550103e549a90cae305f	4233097	released
244b54e2-5c18-492a-bb17-ea4008686a01	5d92f2a1-9bc0-4f7b-93d8-dbbc86241ca1.rna_seq.augmented_star_gene_counts.tsv	5d32799f2cbc7a1f8183a18ec4077d1d	4237508	released
e4ca7a99-4c59-4b09-98c0-009109ea7b82	be0758da-7769-4d81-8a88-b86c8c7f0e53.rna_seq.augmented_star_gene_counts.tsv	33e3047befe39b898f9cb88761af02e7	4236062	released
5298ddc9-0de1-4ebd-8a6a-f628d0b5dbec	6c479da5-ab2b-47a8-b2ef-e16ca431980b.rna_seq.augmented_star_gene_counts.tsv	8d1f520bd94476fa5999193cc0e15132	4242052	released
e1e80bd1-4765-4b68-881a-a51e6cb997ea	a2a8bda5-ce4e-465b-a092-bc04ca652454.rna_seq.augmented_star_gene_counts.tsv	5b18a55d56473220fc9c4a6098f5f73f	4251789	released
ef68dfd3-b700-41f8-b27e-ba4066b3afeb	acde9375-87ce-4bea-a25b-a7cfb41527a1.rna_seq.augmented_star_gene_counts.tsv	cd0669504ed3ba2da21772fb122c77be	4243066	released
628aea64-9b16-4160-a73a-1fe44482af03	e8bfda63-2489-4f9a-8edc-815c4ad111f7.rna_seq.augmented_star_gene_counts.tsv	5a06451af25025168690f4425b8ddd92	4231177	released
ba5a93bb-d99f-4f31-8c59-773ee5b0d46c	4ba32010-a5fc-4c0c-b10e-264c41bfdde1.rna_seq.augmented_star_gene_counts.tsv	d74fbc1e9f64584afd45ebf81422337a	4244941	released
e6825b2c-cccb-435d-becb-f3e5662c4e7e	9108729b-515e-45aa-bff7-f677995a7592.rna_seq.augmented_star_gene_counts.tsv	6527229d3b9d4818c21d8b64627b7166	4243036	released
1ad0791c-20e3-4a59-b0c6-87d71fd70481	38883af5-17c5-472e-8593-407ff2890829.rna_seq.augmented_star_gene_counts.tsv	97aa24fb95bd12b235cba7bf937e9f21	4237805	released
9c3326c6-ebf4-49e7-945f-397b757af398	c9eb8188-bc31-4bdf-aaee-69bf875628a0.rna_seq.augmented_star_gene_counts.tsv	381d6a9ac1e24bb8aeb9192310bd2ea8	4239138	released
90505c87-0666-4484-bd02-c360f180bbb4	3c1ba7bc-b307-49aa-b079-20bf0887e31e.rna_seq.augmented_star_gene_counts.tsv	33117f931da99a34fa5dbb415504c8e1	4238982	released
435e27a0-8430-4964-a953-ae4ffaf47e3f	5852bf03-0a4a-491a-ac82-e452552c526a.rna_seq.augmented_star_gene_counts.tsv	89dd63860f7f188cd202cd14e7e98e79	4239145	released
c2935429-b9c1-4a98-a275-1d9b76b8f18f	50e70fc2-6c4a-4969-a851-750f80a3e029.rna_seq.augmented_star_gene_counts.tsv	73b185ced89b9e98af3ba8778a22c1e5	4239798	released
d7f7a1c5-f99a-47da-8ad3-887491fc810a	10da15fc-0876-45e2-8493-a45d6df69683.rna_seq.augmented_star_gene_counts.tsv	8366b899fe2f85bd9d512314d698737d	4232306	released
9d2c7b4f-afab-44dd-b7b2-6d540db5f1f3	bfd81d73-a604-499a-977d-abd0b6fb4329.rna_seq.augmented_star_gene_counts.tsv	51b15e898b9a193cce1684e7745fd738	4229154	released
508958d8-7f3f-446e-adb2-d768b62a209c	464fdce3-d47b-4e41-89ba-730572a7ce51.rna_seq.augmented_star_gene_counts.tsv	53a94e3a57ced996efd8766bc3a7abcf	4236661	released
e2936807-e045-4352-8894-ee44a5154ce2	c896b4db-0d67-4ed8-b4d0-bf93b2eb5745.rna_seq.augmented_star_gene_counts.tsv	17bdb3dd049e70691c83c51af55c3ff6	4242267	released
0923b10c-607c-455a-90c5-90817102b3bf	ec79ad9f-dac4-49c6-8794-5168fb8fabf8.rna_seq.augmented_star_gene_counts.tsv	ef376d01c32c1b854311becb4d63cf8e	4236821	released
aad021a4-6e44-4a4c-8bed-b92b8517f837	54d87c00-55ae-4a75-a1dd-4992660fdf30.rna_seq.augmented_star_gene_counts.tsv	486be15b97252c3b25eb79fd6b308fa9	4236469	released
75456d00-bc39-4813-9384-025a44c70546	33294fe6-40b4-4090-9658-985dfeb0f645.rna_seq.augmented_star_gene_counts.tsv	1c1d7d22fb839ee902893e7df9e7109e	4239570	released
71443335-5c62-4f69-8090-b0ca0452e935	a7619f75-6497-43a1-95de-354af2e5c026.rna_seq.augmented_star_gene_counts.tsv	24413b033a0e8a94a138e5abde63665c	4225779	released
8eed2c2d-dd56-4eb3-8239-3f8ac45dc2ed	631eb36f-ece7-4317-b704-b9d99b7c0830.rna_seq.augmented_star_gene_counts.tsv	12653eba241c7668c1c5fc280ae9f898	4236683	released
06e97faa-de8f-4f17-b4f4-497fbe18b6c3	3a22f5be-2944-4f55-bf1a-82847fb9c780.rna_seq.augmented_star_gene_counts.tsv	4f1b9d88791ba290808e2a03c8eec992	4231492	released
cfa3fec3-e4ca-42d1-b3ad-4957e38ef9e9	474f95bb-55a4-4738-ba90-ae40dbcac5ce.rna_seq.augmented_star_gene_counts.tsv	a946ecf467123d929d4047e921355018	4240239	released
dc5141fc-4084-4939-bf13-bafb841c55af	62a1e459-832a-40ff-8c6e-dd8b69b5eb9f.rna_seq.augmented_star_gene_counts.tsv	6fc23049fbe0bdaca9f91b2ace5e6bd8	4234948	released
8d424c0b-c7c6-4140-be8d-cef16e20084c	cc3016ae-9d36-49c1-8cf5-a6a1f200f52c.rna_seq.augmented_star_gene_counts.tsv	d0bb263674fe5d9f156a27b243545277	4246000	released
11f143ea-cd94-4c16-a29b-fb994e9d6376	b070e6b2-6fe3-4242-a1bf-4e842af20c44.rna_seq.augmented_star_gene_counts.tsv	b2227c8843e634fe0205d2ffc2f7965c	4231586	released
1c4bd6b7-361f-4efe-b549-91769c0fd029	7d5ef159-fc52-47ba-a598-3f1e0d1856e6.rna_seq.augmented_star_gene_counts.tsv	b2636e44ecac6272e4b1621b51938e54	4238343	released
9f7e1e2f-8aac-47bd-b28c-27af13724ea1	b12a36cd-2958-4312-9969-5f7ac06ee927.rna_seq.augmented_star_gene_counts.tsv	e17245c186257458af49dfee48117dd9	4239347	released
22916b55-a076-41c3-a7ae-a70837ca841b	29dcb155-07ee-4c89-be50-d9d8b7444ea1.rna_seq.augmented_star_gene_counts.tsv	103b47ebab14e40757df72aad08ce068	4248164	released
05ecb383-3954-4d53-8920-c545b0179f31	777dd108-b4d7-4412-9bdd-a0efed23e4c8.rna_seq.augmented_star_gene_counts.tsv	140a906d870dc2b80cac61e74f9f5bd2	4232643	released
